Seed,AUUC,AUQC,Lift,KRCC
412312,0.5141937957496812,0.5176857970778099,0.007273181976339598,0.008138743134454
42,0.5708815727251862,0.5761309616398982,0.008851418079097582,0.04806309570273066
1874,0.564776840148399,0.5712563982825163,0.00901635042823586,0.060622177096335134
902745,0.5839244376826559,0.5888362285795824,0.008561062824628715,0.07018603780258525
1,0.6069024612280881,0.6117011277730552,0.011255980861244018,0.03008704170508314
