lr,weight_decay,alpha,beta,mean_Val_AUQC,mean_AUUC,mean_AUQC,mean_Lift,mean_KRCC,mean_ATE_Err,std_Val_AUQC,std_AUUC,std_AUQC,std_Lift,std_KRCC,std_ATE_Err
0.0005,1e-05,1.0,1.0,0.8366319544215097,0.7361509956558298,0.7366592653782361,0.005724886711686849,0.11238071442303758,0.15440572798252106,0.14086585425021536,0.14860134325044674,0.15076019367398627,0.0021020407191545193,0.06054353086451015,0.2538372874259949
0.0005,1e-06,0.5,1.0,0.8329111946863612,0.7334920344244121,0.7340571398260115,0.005182685609906912,0.11090386764250804,0.15622515976428986,0.13113123907845636,0.1525861927664686,0.15447927300324882,0.0021086830175630965,0.06651823797401493,0.25353771448135376
5e-05,0.0,1.0,0.5,0.8343150978635308,0.7336774521171783,0.7338008923819143,0.00559623846784234,0.09963727140566343,0.044375307857990265,0.09569006744202525,0.16213079664469882,0.1640495394242848,0.0037874072017928763,0.07242446173592447,0.047171156853437424
5e-05,1e-06,0.5,0.5,0.8357151352011831,0.7339969107095022,0.7337381042386396,0.005720300879329443,0.11872390862654225,0.04194694757461548,0.0967768972472781,0.16302775693613694,0.1645664297160939,0.003111902825866268,0.08285172606318623,0.041504908353090286
0.0001,0.0001,0.1,1.0,0.8489492864805367,0.7321826671023441,0.7330312085454244,0.005616244208067655,0.11944077104697355,0.16550889611244202,0.0815432570966636,0.1370684865672391,0.14117663774914913,0.0015870844910086277,0.04694087551806882,0.24455808103084564
5e-05,1e-06,1.0,0.5,0.8349548242676708,0.7328737214169184,0.7327777349982545,0.005680499318987131,0.10616794744957184,0.04493337497115135,0.09489838040877084,0.1652576741844767,0.16721774315721755,0.0032577630353142345,0.0720579126589171,0.046112485229969025
5e-05,0.0001,0.5,0.5,0.840205158381363,0.7327339354719266,0.7323500136663065,0.005982289556413889,0.10602980626402517,0.04885845258831978,0.09244064102569317,0.16028830350229042,0.16227958420456082,0.0025491484587879805,0.07013097369117884,0.050582967698574066
5e-05,0.0001,0.1,0.5,0.8424929694716645,0.7323922100836711,0.7319229885162142,0.006238541565835476,0.11846241717868107,0.04373713955283165,0.09552674477489385,0.16504421044080853,0.16695347465429453,0.0019806295860060317,0.07391683386957064,0.03947317972779274
0.0001,1e-05,0.1,1.0,0.8578086673911548,0.7305796635613487,0.7312408163167193,0.0055444840341806415,0.1152552589931211,0.16777575016021729,0.0745149741857288,0.12494554558562186,0.12869204323505207,0.0006933379231983143,0.05115617661054815,0.24695022404193878
0.0001,0.0,1.0,1.0,0.8530749796399851,0.7302973068169105,0.7309274479843892,0.005641116201877594,0.11565385559815829,0.16550806164741516,0.07210374169253868,0.125962886865697,0.1293916798028896,0.0007330687974766285,0.04589705289694574,0.24687521159648895
5e-05,1e-05,0.5,0.5,0.8438939810909885,0.7282489925363425,0.7280059432401725,0.005933208204805851,0.08667253429035195,0.04388615861535072,0.09136396814225907,0.16482704845075152,0.16655152755711902,0.002717480125166908,0.07217383959475415,0.04542192444205284
0.0001,1e-06,1.0,1.0,0.8527640093039978,0.7265277233982458,0.7271221618788326,0.005751185584813356,0.11052007940830984,0.16061672568321228,0.07447132789365343,0.1293285756347419,0.13279229058065803,0.0004865788057014445,0.06051171614167962,0.23683896660804749
0.0001,0.0001,1.0,0.5,0.8289220678651119,0.726248128295489,0.7261091176703726,0.005764146149158478,0.11507302228579405,0.04147755727171898,0.10126129259183272,0.17644941871486144,0.1786468548151929,0.00240511004949114,0.08822696771375808,0.04179491475224495
0.0001,1e-06,0.5,1.0,0.85682831832199,0.7243044805414216,0.7248272791922312,0.005349792633205652,0.11983224880080198,0.16552616655826569,0.076961046254888,0.1356396125530296,0.1391625366630621,0.0008817502317036376,0.06109683267728924,0.24399125576019287
0.0001,0.0,0.5,1.0,0.8569162378867377,0.7238207773086169,0.7243861633705525,0.005119730439037085,0.10997384072208694,0.16592100262641907,0.07667012347020416,0.13481531194605656,0.13835230122783884,0.0009865129521096706,0.05745220709328985,0.2444995939731598
0.0001,0.0,0.1,1.0,0.859365126704928,0.7235557625272724,0.724192845938634,0.005103256925940514,0.11505707204549817,0.16896994411945343,0.0774531129749047,0.1359075928645424,0.13943389645073495,0.001074702513303166,0.05353996813742705,0.24850142002105713
5e-05,0.0,0.1,0.5,0.8376283804870559,0.7236269537836298,0.7233161132330725,0.005569676589220762,0.11481502163722306,0.043589141219854355,0.10127680945840124,0.18135373593394064,0.18308619444783636,0.0031876046277071733,0.0731602521531403,0.043308157473802567
