Seed,AUUC,AUQC,Lift,KRCC
412312,0.4751628679544839,0.4767135754794583,0.0037509038813890146,-0.018338093218069937
42,0.4569408551581896,0.4576593791288761,0.0048699352388057145,-0.03128411819795029
1874,0.5114347623759119,0.5129783032340895,0.006754260658952922,0.025066606114627528
902745,0.49909171253374635,0.5003938744665494,0.006330051597831048,0.01645734439277852
1,0.4949735242532475,0.49610096659799524,0.006896236755571794,-0.034906961625366544
