Seed,AUUC,AUQC,Lift,KRCC
412312,0.5111568882087638,0.5124190119178827,0.005385348752303589,0.03267653449066955
42,0.517549551028107,0.5184885101057893,0.005918990327304698,0.040448041936551625
1874,0.5339389904651731,0.5357227722283322,0.006482166159199651,0.039190024401485134
902745,0.5440570162164556,0.5449608736642966,0.006313645122908941,0.0582930408991988
1,0.5144681954443828,0.5160061834559341,0.004729096980875116,-0.0669064546005269
