Seed,AUUC,AUQC,Lift,KRCC
412312,0.8485124970862263,0.8453127296633992,1.3556197621868282,0.1038279688958723
42,0.801049698196295,0.7961531629042327,1.1639797455092498,0.14923100608240902
1874,0.6842833692808751,0.6836317688361038,0.8917628719218789,0.07351497939752893
902745,0.824602330764108,0.8233206285767128,1.1653108131166898,0.10336735980811335
1,0.8079885864145895,0.8076474208599884,1.0583491894451003,0.08057443575934392
