Seed,AUUC,AUQC,Lift,KRCC
412312,0.5221210228006083,0.5208859747810288,0.0068290280174452545,0.0004299196737886315
42,0.4911715050238553,0.4898493741451465,0.006684499247008422,-0.021739321210896754
1874,0.48840868836935325,0.48754231354507294,0.006568073075250109,0.019947828213487263
902745,0.4641752773107383,0.46474836835373673,0.0019719442407892356,-0.006781685621148495
1,0.49780629246868335,0.49752504902613365,0.008146801181677635,0.010792726286274174
