Seed,AUUC,AUQC,Lift,KRCC
412312,0.5143301252139273,0.5109134159423272,0.0064193684748495,0.019654728777441195
42,0.5029956957209898,0.4999087305157061,0.005038342901499323,0.02751791016032786
1874,0.5027858923142913,0.4996839619948253,0.0054884303355668945,-0.009602077346081563
902745,0.5059276045597781,0.5034675843039206,0.004884329178830823,-0.009926453171625587
1,0.5009106524038045,0.4979970804356425,0.004371385043991141,0.07056407249230208
21,0.527673773100502,0.5248674380919445,0.006452631902305803,0.03437735045718697
2303,0.4828148859607783,0.4799827171158904,0.003903094936524753,0.014146572818781296
23,0.46951347669837257,0.46607066953259463,0.0052888421089257905,-0.015211520328389279
2007,0.5272708857381951,0.5247540589699886,0.005458895171813832,0.06409334686945083
